no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,dbscan_cluster,dbscan_outlier,gmm_prob_0,gmm_prob_1,gmm_prob_2
1,0,0,1,1,0,3,55,2018,4,6,3,0,0,0,92.0,0,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,3,91,2018,3,18,3,0,0,0,70.0,0,0,-1,1,1.0,0.0,0.0
1,0,1,3,0,0,3,56,2018,9,5,4,0,0,0,123.98,2,1,-1,1,1.0,0.0,0.0
2,0,1,2,3,0,0,144,2018,8,15,4,0,0,0,103.5,0,0,-1,1,4.758767643255143e-16,1.0,0.0
2,0,2,1,0,0,3,8,2018,1,2,4,0,0,0,92.95,1,1,-1,1,1.0,0.0,0.0
2,0,1,4,0,0,0,84,2018,3,30,3,0,0,0,75.34,0,1,-1,1,1.3803572294404402e-11,0.9999999999861977,0.0
2,0,0,2,0,0,0,4,2017,12,4,4,0,0,0,74.69,0,1,-1,1,8.721859396909647e-12,0.9999999999912781,0.0
2,0,2,2,0,0,0,39,2018,7,23,3,0,0,0,85.0,0,1,-1,1,1.727877720051202e-11,0.9999999999827196,0.0
1,0,2,0,3,0,0,4,2018,9,25,4,0,0,0,118.58,1,1,-1,1,3.362439015508417e-16,1.0,0.0
2,1,1,0,0,0,0,74,2018,6,27,4,0,0,0,112.5,0,1,-1,1,1.0,0.0,0.0
2,0,2,2,0,0,0,44,2017,12,25,4,0,0,0,66.24,0,1,-1,1,1.0333751833592576e-11,0.9999999999896652,0.0
2,0,2,2,0,0,0,27,2018,5,22,4,0,0,0,90.84,2,1,-1,1,9.708926984717194e-11,0.9999999999029114,0.0
2,0,1,2,3,0,0,69,2018,9,19,3,0,0,0,85.0,0,1,-1,1,3.7811601665144017e-16,1.0,0.0
2,0,1,0,3,0,0,3,2018,4,17,4,0,0,0,89.0,0,1,384,0,4.1830305856371716e-16,1.0,0.0
2,0,2,2,0,0,0,9,2018,5,7,4,0,0,0,91.25,2,1,-1,1,9.841055230402572e-11,0.9999999999015898,0.0
2,0,1,2,0,0,3,7,2017,10,9,4,0,0,0,161.33,2,1,-1,1,1.0,0.0,0.0
3,0,1,2,0,0,3,103,2018,12,19,4,0,0,0,140.0,1,0,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,2,2017,8,26,2,0,0,0,65.0,0,1,-1,1,1.8373807352723638e-13,0.9999999999998153,0.0
2,0,0,3,3,0,0,65,2018,6,21,4,0,0,0,89.1,0,0,-1,1,7.173288180964293e-16,1.0,0.0
1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1,14,0,9.133494242149083e-13,0.999999999999087,0.0
2,1,0,1,0,0,0,5,2018,2,12,4,0,0,0,110.0,3,1,-1,1,1.0,0.0,0.0
1,0,4,10,0,0,3,14,2018,4,4,4,0,0,0,132.0,0,0,-1,1,1.0,0.0,0.0
1,0,1,0,0,0,0,8,2018,12,12,4,0,0,0,96.0,2,1,-1,1,2.889742313921464e-11,0.9999999999711022,0.0
2,0,1,2,0,0,3,129,2018,5,13,4,0,0,0,121.5,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,3,111,2018,8,11,4,0,0,0,127.8,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,21,2018,2,12,4,0,0,0,79.0,0,1,153,0,6.409162001644508e-16,1.0,0.0
2,0,1,2,0,0,0,17,2017,10,2,4,0,0,0,113.33,1,1,-1,1,2.0703147600264507e-12,0.9999999999979288,0.0
2,0,2,1,0,0,3,104,2018,10,23,3,0,0,0,90.95,0,1,-1,1,1.0,0.0,0.0
2,0,1,1,0,0,3,69,2018,4,30,4,0,0,0,140.4,0,0,-1,1,1.0,0.0,0.0
2,0,1,2,3,0,0,4,2018,4,15,4,0,0,0,83.93,0,0,-1,1,4.518394385275406e-16,1.0,0.0
1,0,1,3,0,0,0,2,2018,2,22,4,0,0,0,84.5,1,1,-1,1,5.2526648464785673e-11,0.9999999999474731,0.0
2,0,0,1,0,1,0,20,2018,7,5,4,0,0,0,160.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,58,2018,4,13,4,0,0,0,105.3,0,0,-1,1,6.051920822973738e-11,0.9999999999394795,0.0
2,0,1,2,0,0,0,35,2018,10,28,4,0,0,0,129.0,1,1,-1,1,6.679772758255307e-11,0.9999999999332019,0.0
1,0,2,4,0,0,3,18,2018,12,11,4,0,0,0,96.9,0,1,-1,1,1.0,0.0,0.0
2,0,1,0,0,1,0,51,2018,5,23,4,0,0,0,135.9,0,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,0,2017,12,15,2,0,0,0,75.0,0,1,-1,1,2.3714572639168414e-13,0.999999999999762,0.0
2,0,1,4,0,0,0,83,2018,10,31,4,0,0,0,90.18,1,1,-1,1,6.455407444131002e-11,0.9999999999354472,0.0
1,0,2,5,0,0,0,2,2018,2,14,3,0,0,0,55.74,0,1,-1,1,7.150777287821943e-11,0.999999999928491,0.0
2,0,2,3,1,0,0,16,2018,5,29,3,0,0,0,110.75,0,1,-1,1,9.127996147538065e-12,0.9999999999908731,0.0
2,0,2,1,0,0,0,48,2017,10,25,4,0,0,0,94.5,0,0,-1,1,4.159162197222842e-12,0.9999999999958398,0.0
2,0,1,3,3,0,0,240,2018,10,27,4,0,0,0,80.75,0,0,423,0,3.276039414835309e-16,1.0,0.0
2,0,1,3,3,0,0,219,2018,10,6,4,0,0,0,92.65,0,0,-1,1,2.3349013103994153e-16,1.0,0.0
2,0,0,2,0,0,0,2,2017,9,11,2,0,0,0,100.0,0,1,-1,1,5.558136352561875e-14,0.9999999999999432,0.0
2,0,2,2,3,0,0,69,2018,8,13,4,0,0,0,125.1,1,1,-1,1,1.028391866390584e-15,1.0,0.0
2,0,0,2,3,0,0,5,2018,2,12,4,0,0,0,79.0,1,1,210,0,7.372931941047156e-16,1.0,0.0
2,0,1,2,1,0,0,47,2018,10,3,4,0,0,0,153.0,1,0,-1,1,2.298808127331037e-11,0.9999999999770104,0.0
2,1,2,2,0,0,0,42,2018,3,20,4,0,0,0,113.6,0,0,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,28,2018,4,12,4,0,0,0,80.85,1,1,-1,1,6.751583839629786e-16,1.0,0.0
2,0,2,1,0,0,0,109,2018,4,30,4,0,0,0,77.03,1,1,361,0,5.225895592510481e-11,0.9999999999477396,0.0
2,0,0,4,3,0,0,180,2018,8,2,4,0,0,0,89.25,0,0,-1,1,3.9672349072206606e-16,1.0,0.0
2,0,0,1,0,0,0,0,2017,8,19,4,0,0,0,106.0,2,1,-1,1,5.999403536197211e-12,0.9999999999939995,0.0
2,0,2,1,0,0,0,54,2018,11,12,3,0,0,0,75.0,0,1,-1,1,1.696186147148337e-11,0.9999999999830393,0.0
2,0,1,2,0,0,3,157,2018,9,30,4,0,0,0,135.9,0,0,-1,1,1.0,0.0,0.0
2,1,2,2,0,0,0,52,2018,12,4,4,0,0,0,103.7,3,1,-1,1,1.0,0.0,0.0
2,0,2,3,0,0,0,186,2018,10,6,4,0,0,0,79.66,1,1,-1,1,3.935391179303264e-11,0.9999999999606466,0.0
2,0,0,2,3,0,0,84,2018,6,10,4,0,0,0,116.1,0,0,-1,1,7.089782575697159e-16,1.0,0.0
2,0,0,3,0,0,3,75,2018,3,24,4,0,0,0,114.3,1,1,-1,1,1.0,0.0,0.0
1,0,0,2,1,0,0,273,2017,7,17,3,0,0,0,87.0,0,1,143,0,6.971804033299234e-17,1.0,0.0
2,0,1,1,0,0,0,35,2017,10,17,4,0,0,0,104.85,1,1,-1,1,2.6676738778981794e-12,0.9999999999973319,0.0
2,0,2,1,0,0,0,83,2018,12,18,3,0,0,0,75.0,0,1,15,0,1.8874984032042838e-11,0.9999999999811244,0.0
2,0,2,4,0,0,0,228,2018,8,27,4,0,0,0,90.95,0,0,-1,1,2.733800912672722e-11,0.9999999999726619,0.0
2,0,0,3,3,0,0,59,2018,3,17,4,0,0,0,81.3,1,1,-1,1,9.16662506771363e-16,1.0,0.0
2,0,2,4,3,0,0,82,2018,7,24,4,0,0,0,67.83,0,1,-1,1,7.065318515082232e-16,1.0,0.0
2,0,1,3,0,0,0,69,2018,3,24,3,0,0,0,59.5,0,1,-1,1,1.5191620375599496e-11,0.9999999999848086,0.0
1,0,1,2,0,0,4,206,2018,9,19,2,0,0,0,106.0,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,1,0,0,56,2017,9,17,3,0,0,0,82.0,0,1,8,0,5.02521085141912e-13,0.9999999999994991,0.0
2,0,0,5,0,0,0,45,2017,9,8,4,0,0,0,82.98,0,1,-1,1,4.957420815260713e-12,0.999999999995044,0.0
1,0,0,3,0,0,3,47,2018,9,13,3,0,0,0,120.0,0,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,3,31,2018,6,16,4,0,0,0,132.6,0,0,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,4,34,2018,10,6,4,0,0,0,153.0,0,1,-1,1,1.0,0.0,0.0
2,0,2,5,0,0,3,117,2018,8,24,4,0,0,0,131.4,1,0,-1,1,1.0,0.0,0.0
2,0,1,3,1,0,0,24,2018,10,10,3,0,0,0,115.0,0,1,-1,1,6.7530030445946996e-12,0.9999999999932463,0.0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,101.5,0,0,56,0,1.1234164336988754e-13,0.9999999999998863,0.0
2,0,0,2,0,0,0,22,2018,5,20,3,0,0,0,140.0,0,1,29,0,1.4899108982195206e-11,0.9999999999850999,0.0
2,1,0,2,0,0,0,17,2018,11,25,4,0,0,0,124.0,3,1,-1,1,1.0,0.0,0.0
2,0,2,2,1,0,0,0,2018,11,25,3,0,0,0,105.0,0,0,-1,1,5.071904036768749e-12,0.9999999999949267,0.0
2,0,0,4,0,0,3,113,2018,5,25,4,0,0,0,132.6,0,0,-1,1,1.0,0.0,0.0
2,0,0,3,3,0,0,136,2018,6,29,4,0,0,0,85.5,0,0,-1,1,7.088603440465059e-16,1.0,0.0
2,0,1,2,0,0,0,27,2018,5,9,3,0,0,0,95.0,0,1,-1,1,1.500998056107649e-11,0.9999999999849898,0.0
3,0,2,4,0,0,3,111,2018,8,14,4,0,0,0,150.3,0,0,-1,1,1.0,0.0,0.0
2,0,1,3,1,0,3,79,2018,12,26,4,0,0,0,137.91,0,0,-1,1,1.0,0.0,0.0
2,0,1,0,0,1,0,1,2018,8,1,4,0,0,0,111.0,1,1,-1,1,1.0,0.0,0.0
2,0,2,2,0,0,1,22,2017,12,4,4,0,0,0,96.13,1,1,-1,1,1.0,0.0,0.0
1,0,1,1,0,0,0,0,2018,7,25,2,0,0,0,84.0,0,1,-1,1,1.8386128289501776e-12,0.9999999999981597,0.0
3,0,2,5,0,0,3,125,2018,7,31,4,0,0,0,140.27,0,1,-1,1,1.0,0.0,0.0
2,0,2,3,0,0,0,20,2018,5,29,4,0,0,0,110.15,1,1,-1,1,6.492710241299226e-11,0.9999999999350742,0.0
2,0,0,4,0,0,0,179,2018,7,6,4,0,0,0,90.95,2,1,-1,1,7.85246560836049e-11,0.9999999999214744,0.0
2,0,0,1,1,0,0,221,2018,8,12,3,0,0,0,96.0,1,1,534,0,9.142954798679174e-13,0.999999999999087,0.0
2,0,3,5,0,0,0,147,2018,6,26,4,0,0,0,92.08,1,1,-1,1,9.204390228458964e-11,0.9999999999079563,0.0
1,0,1,2,1,0,0,80,2018,9,26,3,0,0,0,86.0,0,1,-1,1,5.768499694478291e-12,0.9999999999942304,0.0
1,0,2,0,0,0,0,95,2018,11,20,4,0,0,0,90.0,2,0,-1,1,7.779172842033903e-11,0.9999999999222098,0.0
2,0,1,2,3,0,0,36,2018,11,25,4,0,0,0,88.0,2,1,-1,1,5.121311000872878e-16,1.0,0.0
1,0,0,1,0,0,0,8,2018,11,5,3,0,0,0,120.0,0,1,-1,1,5.7724707202590284e-12,0.9999999999942268,0.0
1,0,0,2,0,0,0,8,2018,3,15,4,0,0,0,54.5,1,1,-1,1,8.716566450855142e-11,0.9999999999128342,0.0
2,0,0,2,0,0,1,188,2018,7,7,4,0,0,0,86.75,1,0,-1,1,1.0,0.0,0.0
2,0,1,4,0,0,0,35,2018,8,29,4,0,0,0,111.42,2,0,-1,1,1.1929619526742178e-10,0.9999999998807034,0.0
1,0,0,2,0,0,0,164,2017,10,2,3,0,0,0,100.0,0,0,36,0,6.4599285112456906e-15,0.9999999999999929,0.0
2,0,1,4,0,0,0,134,2018,5,9,4,0,0,0,76.58,1,1,-1,1,5.3801783695463266e-11,0.9999999999461977,0.0
2,0,1,2,3,0,0,160,2018,7,25,4,0,0,0,94.5,0,0,-1,1,4.753889686704947e-16,1.0,0.0
2,0,1,0,3,1,0,1,2018,11,28,4,0,0,0,97.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,101.5,0,1,52,0,2.3772736915155e-13,0.999999999999762,0.0
2,0,1,3,3,0,0,51,2018,3,3,4,0,0,0,65.75,1,1,-1,1,9.474882163594338e-16,1.0,0.0
2,0,1,0,3,0,0,64,2018,7,25,4,0,0,0,94.5,0,1,-1,1,5.322043054699301e-16,1.0,0.0
1,0,0,1,1,0,0,221,2018,8,12,3,0,0,0,73.0,0,1,108,0,6.723660336762446e-13,0.9999999999993285,0.0
2,0,2,5,3,0,0,49,2017,12,23,4,0,0,0,77.39,1,1,-1,1,8.862821775779298e-16,1.0,0.0
2,0,2,5,3,1,0,10,2018,1,17,4,0,0,0,78.5,2,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,1,0,80,2018,2,24,4,0,0,0,84.95,0,1,-1,1,1.0,0.0,0.0
2,0,2,5,0,0,0,98,2018,4,26,4,0,0,0,98.24,1,1,-1,1,8.910667035700786e-11,0.9999999999108944,0.0
2,0,0,4,0,0,0,270,2018,4,20,3,0,0,0,80.0,0,1,332,0,1.9332451883073481e-13,0.9999999999998082,0.0
2,0,0,4,0,0,0,76,2018,12,7,4,0,0,0,88.4,2,1,-1,1,8.676869900882964e-11,0.9999999999132321,0.0
2,0,2,1,0,0,0,25,2018,5,22,4,0,0,0,141.0,2,1,-1,1,1.8836825165679112e-10,0.9999999998116316,0.0
2,0,1,3,0,0,3,60,2018,3,14,4,0,0,0,82.45,1,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,92,2018,7,12,4,0,0,0,89.85,2,1,-1,1,1.4177528611343095e-10,0.9999999998582254,0.0
2,0,2,2,3,0,0,36,2018,5,1,4,0,0,0,116.1,1,1,-1,1,1.2306874629432502e-15,1.0,0.0
3,0,1,3,0,0,3,63,2018,9,1,4,0,0,0,142.2,2,1,-1,1,1.0,0.0,0.0
2,0,2,2,3,0,0,43,2018,11,12,4,0,0,0,79.48,2,1,-1,1,4.804544863489935e-16,1.0,0.0
2,0,0,3,0,0,0,71,2018,10,11,3,0,0,0,72.25,0,1,-1,1,1.9616975773514997e-11,0.9999999999803819,0.0
3,0,1,2,0,0,3,229,2018,10,28,4,0,0,0,128.7,0,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,129,2018,10,24,3,0,0,0,80.75,0,1,-1,1,1.6771568403125526e-11,0.9999999999832276,0.0
2,0,0,1,0,0,0,0,2018,5,24,4,0,0,0,141.0,0,1,-1,1,1.1580707463468272e-10,0.9999999998841922,0.0
1,0,3,10,0,0,0,5,2017,8,17,4,0,0,0,92.31,2,0,-1,1,2.1146426835470448e-10,0.9999999997885357,0.0
2,0,0,1,3,0,0,19,2018,10,21,4,0,0,0,140.0,2,1,-1,1,1.787650052070962e-15,0.9999999999999964,0.0
2,0,0,2,3,0,0,37,2018,12,14,4,0,0,0,88.0,0,0,-1,1,2.4642835663972785e-16,1.0,0.0
1,0,0,1,0,0,0,0,2018,3,29,2,0,0,0,79.0,0,1,-1,1,1.070922968792851e-12,0.9999999999989306,0.0
2,0,1,2,3,0,0,40,2018,11,18,4,0,0,0,67.76,1,1,-1,1,1.7443201067085066e-16,1.0,0.0
2,0,2,1,0,1,0,147,2018,8,14,4,0,0,0,123.3,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,15,2017,12,29,3,0,0,0,60.0,0,1,-1,1,5.420231606455117e-12,0.9999999999945786,0.0
3,0,2,3,0,0,3,31,2018,3,5,4,0,0,0,119.1,1,0,-1,1,1.0,0.0,0.0
2,0,2,4,0,1,3,6,2018,11,30,4,0,0,0,106.89,3,1,-1,1,1.0,0.0,0.0
2,1,0,1,0,0,0,99,2018,7,16,4,0,0,0,121.5,0,0,-1,1,1.0,0.0,0.0
2,2,1,1,0,1,5,190,2018,7,18,4,0,0,0,177.3,2,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,53,2018,11,14,3,0,0,0,68.0,0,1,-1,1,1.827369061081978e-11,0.9999999999817248,0.0
2,0,2,0,0,0,0,25,2018,9,25,4,0,0,0,145.0,2,1,-1,1,1.6167665676347958e-10,0.9999999998383231,0.0
2,0,2,3,0,0,0,7,2018,12,4,4,0,0,0,88.4,1,1,-1,1,1.4644909938189072e-11,0.9999999999853557,0.0
1,0,0,2,1,0,3,80,2017,10,9,3,0,0,0,108.0,0,1,177,0,1.0,0.0,0.0
1,0,1,0,0,1,0,62,2018,10,23,2,0,0,0,67.0,0,1,-1,1,1.0,0.0,0.0
2,0,2,5,0,0,0,116,2018,6,16,4,0,0,0,117.06,2,1,-1,1,1.8325409735865093e-10,0.9999999998167475,0.0
2,0,1,3,0,0,0,161,2018,5,9,4,0,0,0,72.07,0,0,-1,1,3.4384792476860035e-11,0.9999999999656168,0.0
1,0,1,1,0,0,0,2,2018,10,8,4,0,0,0,160.0,2,1,-1,1,3.2583536051484715e-11,0.9999999999674181,0.0
2,0,1,1,0,0,0,73,2018,6,11,4,0,0,0,126.9,0,1,-1,1,5.844136588406395e-11,0.9999999999415579,0.0
2,0,0,4,0,0,3,191,2018,8,30,4,0,0,0,84.43,1,0,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,101,2018,3,18,4,0,0,0,78.3,0,0,-1,1,4.516762875533557e-11,0.9999999999548308,0.0
2,0,2,2,0,0,0,50,2018,12,4,4,0,0,0,88.4,0,1,-1,1,3.1171000762233386e-11,0.9999999999688285,0.0
3,0,0,3,0,0,3,46,2018,11,3,4,0,0,0,129.6,2,1,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,142,2018,7,1,4,0,0,0,85.5,0,0,-1,1,4.337315559901434e-16,1.0,0.0
2,0,2,2,0,0,0,96,2018,10,21,4,0,0,0,118.8,2,1,-1,1,1.183110467969416e-10,0.9999999998816875,0.0
3,0,0,2,0,0,0,6,2017,12,3,3,0,0,0,77.0,0,1,-1,1,9.726437479029416e-12,0.9999999999902744,0.0
2,0,0,2,0,0,0,81,2018,5,18,4,0,0,0,126.9,0,0,-1,1,6.08231339955704e-11,0.9999999999391775,0.0
2,1,2,2,0,0,0,37,2018,7,2,4,0,0,0,146.7,1,1,-1,1,1.0,0.0,0.0
3,0,1,1,0,0,3,33,2018,6,27,4,0,0,0,141.3,2,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,5,2018,1,15,4,0,0,0,80.3,2,1,-1,1,1.2637968242111953e-10,0.9999999998736193,0.0
1,0,0,3,0,0,3,1,2018,3,8,2,0,0,0,75.0,0,1,104,0,1.0,0.0,0.0
1,0,1,2,0,0,0,180,2018,10,10,3,0,0,0,120.0,0,0,389,0,1.062539777548245e-12,0.9999999999989377,0.0
1,0,0,1,0,0,0,13,2018,2,17,2,1,0,4,65.0,0,1,-1,1,0.0,0.0,1.0
2,0,2,2,0,0,0,8,2017,12,26,3,0,0,0,52.0,1,1,-1,1,8.388334709431684e-12,0.999999999991612,0.0
2,0,0,3,0,0,0,148,2018,5,5,4,0,0,0,105.3,0,1,20,0,2.4626589613073475e-11,0.9999999999753726,0.0
2,0,1,2,0,0,0,56,2018,11,14,3,0,0,0,75.0,0,1,409,0,1.737026734152808e-11,0.9999999999826308,0.0
2,0,1,0,3,0,0,25,2018,9,26,4,0,0,0,119.0,0,0,-1,1,5.884991860797694e-16,1.0,0.0
1,0,0,1,0,0,0,11,2018,1,30,2,0,0,0,66.0,0,1,-1,1,1.1391566764515867e-12,0.9999999999988596,0.0
1,0,0,3,0,0,0,73,2017,11,24,3,0,0,0,67.83,0,1,342,0,1.7507012621449563e-12,0.9999999999982485,0.0
2,0,1,4,0,0,0,27,2017,10,19,4,0,0,0,126.0,1,1,-1,1,2.0740433446133973e-12,0.9999999999979252,0.0
2,0,1,0,0,0,0,1,2018,4,24,4,0,0,0,131.0,0,0,-1,1,8.767841676177861e-11,0.9999999999123226,0.0
2,0,1,0,3,0,0,284,2018,12,12,4,0,0,0,67.5,0,0,-1,1,1.286227649323043e-16,1.0,0.0
2,0,2,1,0,0,3,0,2018,4,3,4,0,0,0,44.6,0,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,96,2018,10,24,4,0,0,0,97.88,0,0,-1,1,7.009424648754374e-11,0.999999999929905,0.0
2,0,2,5,0,0,3,12,2018,1,10,4,0,0,0,72.96,0,1,-1,1,1.0,0.0,0.0
1,0,0,1,1,0,0,1,2018,6,17,3,0,0,0,89.25,0,1,-1,1,3.7980644218818e-12,0.9999999999962021,0.0
1,0,2,1,1,0,0,122,2018,3,27,3,0,0,0,86.0,0,1,136,0,1.901665801726971e-12,0.9999999999980993,0.0
2,1,0,2,0,0,0,127,2018,12,22,4,0,0,0,106.2,3,1,-1,1,1.0,0.0,0.0
2,0,0,3,3,0,0,41,2018,3,24,4,0,0,0,106.8,0,1,-1,1,1.011822911033908e-15,1.0,0.0
2,0,1,0,3,0,0,21,2018,9,25,4,0,0,0,119.0,3,1,-1,1,6.321683808335981e-15,0.9999999999999929,0.0
2,0,0,1,0,0,0,109,2017,7,16,4,0,0,0,76.5,0,0,-1,1,1.8727090618482502e-12,0.9999999999981277,0.0
3,0,1,4,0,0,3,53,2018,4,25,4,0,0,0,104.58,1,1,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,250,2018,9,26,3,0,0,0,95.0,0,0,515,0,1.4049207277702467e-12,0.9999999999985967,0.0
2,2,0,1,0,1,5,2,2018,2,19,4,0,0,0,182.0,2,1,-1,1,1.0,0.0,0.0
2,0,1,4,0,0,0,13,2018,3,7,4,0,0,0,96.6,0,1,-1,1,6.895369832707164e-11,0.9999999999310454,0.0
2,0,1,3,0,0,0,1,2018,9,22,3,0,0,0,176.0,0,1,-1,1,5.70195914283972e-11,0.999999999942979,0.0
1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1,11,0,1.6995850446559292e-12,0.9999999999983018,0.0
2,0,1,0,3,0,0,3,2018,4,24,4,0,0,0,89.0,1,1,-1,1,4.737746297295644e-16,1.0,0.0
2,0,0,2,0,1,0,30,2018,11,25,3,0,0,0,81.0,0,1,-1,1,1.0,0.0,0.0
2,0,0,2,3,0,0,16,2018,9,27,4,0,0,0,129.0,1,1,-1,1,8.065507435694181e-16,1.0,0.0
1,0,2,1,0,0,0,93,2018,10,15,3,0,0,0,115.0,0,0,444,0,6.472305342912816e-12,0.999999999993527,0.0
1,1,2,3,1,0,0,172,2018,7,29,3,0,0,0,90.5,1,1,-1,1,1.0,0.0,0.0
1,0,2,3,0,0,0,269,2018,12,29,3,0,0,0,70.0,0,1,296,0,6.45334261058925e-12,0.9999999999935483,0.0
2,0,1,3,0,0,0,27,2017,12,31,3,0,0,0,129.5,0,1,-1,1,7.551462893683799e-13,0.9999999999992433,0.0
2,0,1,5,0,0,0,27,2017,12,22,3,0,0,0,48.33,0,1,-1,1,8.294602347267227e-12,0.9999999999917044,0.0
1,0,0,1,0,0,0,43,2018,6,8,4,0,0,0,80.39,2,1,-1,1,1.3045791948179088e-10,0.9999999998695408,0.0
2,0,1,2,1,0,0,162,2017,9,4,3,0,0,0,85.17,2,1,-1,1,3.622285442272771e-13,0.9999999999996376,0.0
1,0,1,2,0,0,0,26,2017,10,19,3,0,0,0,77.0,0,1,548,0,1.3329810892700357e-12,0.9999999999986677,0.0
3,0,1,2,0,0,3,103,2018,7,8,4,0,0,0,146.7,0,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,95,2018,11,14,4,0,0,0,86.25,2,1,-1,1,9.592747099221993e-11,0.9999999999040732,0.0
3,0,1,0,0,0,3,6,2018,3,28,4,0,0,0,137.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,134,2018,6,18,4,0,0,0,116.1,0,1,-1,1,4.618975837278311e-16,1.0,0.0
2,0,0,3,0,0,0,5,2018,6,14,2,0,0,0,100.0,0,0,-1,1,1.8167424744236641e-12,0.9999999999981846,0.0
2,0,2,2,0,0,3,5,2017,11,1,4,0,0,0,105.0,0,1,-1,1,1.0,0.0,0.0
2,0,1,1,3,0,0,25,2018,5,30,4,0,0,0,109.0,1,1,-1,1,7.799816827277216e-16,1.0,0.0
2,0,2,2,0,0,0,24,2017,12,26,3,0,0,0,58.0,1,1,127,0,7.089858519597223e-12,0.9999999999929088,0.0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0,388,0,1.5743502535792178e-13,0.9999999999998437,0.0
2,0,1,2,0,0,3,12,2018,4,11,4,0,0,0,136.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,59,2018,6,22,4,0,0,0,99.9,2,1,-1,1,1.434547468116094e-10,0.999999999856545,0.0
2,0,0,2,0,0,0,94,2018,4,28,4,0,0,0,111.6,0,1,-1,1,6.010057681497708e-11,0.9999999999398987,0.0
1,0,0,2,0,0,0,164,2017,10,2,3,0,0,0,100.0,0,1,36,0,6.4599285112456906e-15,0.9999999999999929,0.0
2,0,0,2,3,0,0,9,2018,1,14,4,0,0,0,67.5,0,1,-1,1,5.81509360907874e-16,1.0,0.0
2,0,1,0,0,0,0,19,2017,10,5,4,0,0,0,82.39,2,1,-1,1,1.1712682971104502e-11,0.9999999999882867,0.0
1,0,0,3,0,0,3,11,2018,6,14,2,0,0,0,90.0,0,1,187,0,1.0,0.0,0.0
1,0,1,0,3,0,0,20,2018,9,12,4,0,0,0,89.0,2,1,-1,1,9.250816211215803e-16,1.0,0.0
2,0,0,4,0,0,0,92,2017,10,7,3,0,0,0,70.0,0,1,70,0,8.557675235497654e-13,0.9999999999991438,0.0
2,0,1,3,0,0,0,113,2018,4,25,4,0,0,0,100.75,1,1,-1,1,4.982603741766699e-11,0.9999999999501732,0.0
1,0,0,3,0,0,4,36,2018,6,29,4,0,0,0,110.8,0,0,-1,1,1.0,0.0,0.0
2,1,2,5,0,0,3,180,2018,8,3,4,0,0,0,129.7,1,0,-1,1,1.0,0.0,0.0
1,0,1,2,0,0,0,31,2017,10,5,4,0,0,0,85.5,2,1,-1,1,6.1115759422621735e-12,0.9999999999938893,0.0
1,0,0,2,0,0,0,107,2018,6,10,3,0,0,0,120.0,0,1,-1,1,1.6591241641188614e-12,0.9999999999983409,0.0
2,0,2,2,0,0,3,47,2018,9,18,4,0,0,0,119.52,0,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,280,2018,9,19,3,0,0,0,110.0,0,0,458,0,2.394633668551524e-13,0.999999999999762,0.0
2,0,0,2,0,0,0,48,2018,9,14,3,0,0,0,130.0,0,1,304,0,1.541247448891471e-11,0.9999999999845883,0.0
1,0,0,1,0,1,0,28,2018,7,14,2,0,0,0,67.0,0,1,-1,1,1.0,0.0,0.0
